Node,Period,Converter invested capacity [MW],Converter total capacity [MW]
EnergyhubEU,2020-2025,0.00813319740804928,0.00813319740804928
EnergyhubEU,2025-2030,0.00018604705627459368,0.008319211554707483
EnergyhubEU,2030-2035,22444.704181120047,22444.712507745866
EnergyhubEU,2035-2040,17363.543376083893,39808.25589218438
EnergyhubEU,2040-2045,21119.588221675946,60927.84412458742
EnergyhubEU,2045-2050,1.7982450763392829e-06,60927.84411782131
EnergyhubEU,2050-2055,4.06518225523628e-07,60927.8441206512
EnergyhubEU,2055-2060,3.5886448326618e-07,60927.8441123563
EnergyhubNorth,2020-2025,0.0076598707007595615,0.0076598707007595615
EnergyhubNorth,2025-2030,0.00010045403832884979,0.007760291829462635
EnergyhubNorth,2030-2035,0.023127334445375094,0.0308875933652197
EnergyhubNorth,2035-2040,380.3362657355685,380.3671533004779
EnergyhubNorth,2040-2045,54209.45836363088,54589.825516107754
EnergyhubNorth,2045-2050,6338.013161519808,60927.83941678448
EnergyhubNorth,2050-2055,4.76240917804644e-07,60927.83953196932
EnergyhubNorth,2055-2060,4.970904055601645e-07,60927.83945258129
EnergyhubCentral,2020-2025,0.008504439461216816,0.008504439461216816
EnergyhubCentral,2025-2030,0.00018340379770297958,0.008687810349297751
EnergyhubCentral,2030-2035,35576.84745495307,35576.855802430364
EnergyhubCentral,2035-2040,7851.704524595798,43428.56034595094
EnergyhubCentral,2040-2045,17499.285591806594,60927.84584579358
EnergyhubCentral,2045-2050,3.1642387980104694e-06,60927.84590092335
EnergyhubCentral,2050-2055,4.261385785151736e-07,60927.84586081022
EnergyhubCentral,2055-2060,3.718658493700663e-07,60927.84587626119
